City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,sale,34.0389,-6.8166,66.74,100,40,0.0,MA,1683430583
279,nabire,-3.3667,135.4833,85.66,75,73,5.77,ID,1683430838
280,pangody,65.85,74.4859,29.57,96,100,16.89,RU,1683430838
281,kingscliff,-28.2667,153.5667,77.74,46,100,10.36,AU,1683430838
282,ternate,0.8,127.4,85.37,72,61,6.13,ID,1683430838
283,qamdo,31.1667,97.2333,48.16,22,83,7.67,CN,1683430840
284,laguna,38.421,-121.4238,59.14,68,0,11.5,US,1683430841
285,sisak,45.4661,16.3783,53.58,93,68,1.16,HR,1683430841
286,praia da vitoria,38.7333,-27.0667,66.45,94,75,24.14,PT,1683430842
287,taro,-8.3862,115.28,79.86,63,67,4.0,ID,1683430842
288,palembang,-2.9167,104.7458,84.29,79,40,0.0,ID,1683430842
289,xiulin,29.7167,112.4,63.97,55,100,12.86,CN,1683430842
290,carolina beach,34.0352,-77.8936,69.03,77,82,5.55,US,1683430812
291,khash,28.2211,61.2158,73.9,20,0,1.25,IR,1683430843
292,norilsk,69.3535,88.2027,13.42,88,71,1.81,RU,1683430843
293,balsas,-7.5325,-46.0356,76.87,78,94,2.57,BR,1683430843
294,novo aripuana,-5.1206,-60.3797,73.0,98,66,1.48,BR,1683430843
295,karachi,24.9056,67.0822,82.22,78,0,5.75,PK,1683430844
296,hukumati azrah,34.1736,69.6457,53.15,28,0,5.26,AF,1683430844
297,khamis mushait,18.3064,42.7292,63.64,59,0,0.0,SA,1683430844
298,polyarnyy,69.1989,33.4478,31.23,88,27,6.76,RU,1683430845
299,villa regina,-39.1,-67.0667,60.98,22,0,8.66,AR,1683430845
300,revda,56.801,59.9303,53.1,70,59,6.35,RU,1683430845
301,al ghayzah,16.2079,52.176,83.77,70,75,9.51,YE,1683430846
302,swakopmund,-22.6833,14.5333,55.98,90,0,1.99,NA,1683430846
303,stephenville,32.2207,-98.2023,69.15,87,100,23.02,US,1683430846
304,kapa'a,22.0752,-159.319,82.38,67,75,19.57,US,1683430846
305,dawson creek,55.7666,-120.2362,62.24,29,0,12.66,CA,1683430847
306,general villegas,-35.0328,-63.0125,47.61,84,27,2.8,AR,1683430643
307,wynyard,-41.0,145.7167,54.99,36,1,2.62,AU,1683430847
308,manay,7.215,126.5397,86.04,69,68,5.17,PH,1683430848
309,wau,7.7029,27.9953,77.65,71,44,4.85,SS,1683430848
310,nahavand,34.1885,48.377,65.35,24,0,3.33,IR,1683430850
311,cynthiana,38.3904,-84.2941,72.41,90,40,7.58,US,1683430851
312,dunedin,-45.8742,170.5036,65.07,99,24,8.99,NZ,1683430634
313,jwaneng,-24.6004,24.7303,61.75,43,61,10.11,BW,1683430851
314,pasni,25.2631,63.471,82.76,67,0,11.95,PK,1683430851
315,nova olimpia,-14.7972,-57.2881,71.65,81,64,1.39,BR,1683430755
316,houghton,47.1219,-88.569,48.63,96,100,12.66,US,1683430853
317,puerto deseado,-47.7503,-65.8938,47.91,69,50,6.55,AR,1683430853
318,antofagasta,-23.65,-70.4,58.28,74,4,5.55,CL,1683430853
319,ust'-ilimsk,58.0006,102.6619,46.65,58,34,9.93,RU,1683430854
320,shindand,33.3029,62.1474,69.31,18,0,1.72,AF,1683430855
321,hamilton,39.1834,-84.5333,65.37,78,0,8.05,US,1683430597
322,arno,60.1167,18.6333,36.79,74,82,7.27,SE,1683430855
323,antsiranana,-12.2787,49.2917,75.96,73,20,6.91,MG,1683430855
324,kapuskasing,49.4169,-82.4331,51.89,76,100,2.3,CA,1683430855
325,parfino,57.9731,31.6481,34.48,62,17,4.36,RU,1683430856
326,constantia,44.1833,28.65,48.7,80,14,12.86,RO,1683430856
327,corbeni,45.3,24.65,46.92,78,81,2.46,RO,1683430857
328,emkhomazi,-30.2067,30.7978,68.97,84,87,13.94,ZA,1683430857
329,uttar char fasson,22.2332,90.7132,89.83,54,0,2.62,BD,1683430858
330,ta`u,-14.2336,-169.5144,82.24,73,6,8.93,AS,1683430858
331,castillos,-34.1667,-53.8333,64.38,97,100,6.71,UY,1683430859
332,bandar lampung,-5.4254,105.258,85.66,67,100,3.56,ID,1683430859
333,belmonte,-15.8631,-38.8828,74.61,86,2,9.62,BR,1683430859
334,arizona city,32.7559,-111.671,77.14,26,0,1.01,US,1683430859
335,quibala,-10.7337,14.98,61.34,97,14,2.51,AO,1683430859
336,bengkulu,-3.8004,102.2655,77.63,91,100,17.2,ID,1683430861
337,trairi,-3.2778,-39.2689,74.73,93,13,6.13,BR,1683430674
338,georgetown,5.4112,100.3354,87.73,74,20,3.44,MY,1683430862
339,el obeid,13.1842,30.2167,78.55,11,53,7.83,SD,1683430862
340,coronel dorrego,-38.7187,-61.2873,54.86,90,100,3.38,AR,1683430863
341,tomatlan,19.9333,-105.25,75.43,70,0,2.62,MX,1683430863
342,neyriz,29.1988,54.3278,71.15,9,0,1.81,IR,1683430863
